filename,meat,veggie,noodle
IMG_20191003_163112.jpg,22,22.5,186
IMG_20191003_163126.jpg,24,42.5,169
IMG_20191003_163150.jpg,24,30.0,193
IMG_20191003_163201.jpg,24,25.0,210
IMG_20191003_163212.jpg,18,12.5,145
IMG_20191003_163221.jpg,20,17.5,160
IMG_20191003_163226.jpg,16,20.0,125
IMG_20191003_163255.jpg,12,15.0,86
IMG_20191003_163312.jpg,20,17.5,133
IMG_20191003_163320.jpg,18,15.0,153
IMG_20191003_163332.jpg,12,20.0,102
IMG_20191003_163351.jpg,10,20.0,94
IMG_20191003_163404.jpg,21,20.0,140
IMG_20191003_163415.jpg,20,12.5,119
IMG_20191003_163423.jpg,15,20.0,107
IMG_20191003_163452.jpg,16,22.5,119
IMG_20191003_163511.jpg,22,12.5,110
IMG_20191003_163520.jpg,15,22.5,121
IMG_20191003_163529.jpg,10,15.0,57
IMG_20191003_163545.jpg,12,15.0,85
IMG_20191003_163556.jpg,20,10.0,122
IMG_20191003_163602.jpg,15,22.5,82
IMG_20191003_163607.jpg,15,17.5,114
IMG_20191003_163611.jpg,13,17.5,78
IMG_20191003_163822.jpg,15,17.5,92
IMG_20191003_163829.jpg,11,17.5,58
IMG_20191003_163835.jpg,13,12.5,71
IMG_20191003_163841.jpg,15,10.0,74
IMG_20191003_163855.jpg,18,15.0,81
IMG_20191003_163929.jpg,19,20.0,64
IMG_20191003_163936.jpg,16,15.0,99
IMG_20191003_163945.jpg,15,17.5,68
IMG_20191003_163949.jpg,10,15.0,57
IMG_20191003_163955.jpg,12,10.0,76
IMG_20191003_164035.jpg,13,17.5,60
IMG_20191003_164047.jpg,14,17.5,67
IMG_20191003_164053.jpg,13,12.5,44
IMG_20191003_164101.jpg,10,20.0,54
IMG_20191003_164112.jpg,14,17.5,69
IMG_20191003_164125.jpg,11,15.0,48
IMG_20191003_164132.jpg,11,10.0,64
IMG_20191003_164137.jpg,11,15.0,34
IMG_20191003_164232.jpg,11,7.5,37
IMG_20191003_164239.jpg,11,10.0,28
IMG_20191003_164245.jpg,11,12.5,31
IMG_20191003_164317.jpg,9,12.5,25
IMG_20191003_164326.jpg,11,17.5,28
IMG_20191003_164335.jpg,11,15.0,39
IMG_20191003_164340.jpg,9,10.0,23
IMG_20191003_164650.jpg,10,17.5,53
IMG_20191003_164811.jpg,13,7.5,39
IMG_20191003_164816.jpg,10,12.5,31
IMG_20191003_164820.jpg,7,12.5,39
IMG_20191003_164848.jpg,9,12.5,26
IMG_20191003_164853.jpg,9,10.0,21
IMG_20191003_164902.jpg,10,10.0,25
IMG_20191003_164935.jpg,9,12.5,23
IMG_20191003_164948.jpg,9,12.5,21
IMG_20191003_165018.jpg,13,12.5,34
IMG_20191003_165033.jpg,11,17.5,36
IMG_20191003_165045.jpg,13,17.5,37
IMG_20191003_165109.jpg,12,15.0,33
IMG_20191003_165126.jpg,14,17.5,50
